UniqueCount	AmbigCount
0	201
0	10
13	792
0	0
0	0
0	0
0	0
0	3
0	3
0	0
0	0
0	0
0	0
0	0
4	52
0	4
1	19
0	7
0	4
0	33
375	45
53	376
2	9
0	7
240	25
0	3
1	110
1	7
0	1
5	31
1	0
14	28
1	15
13	1018
2	478
2	490
0	487
0	426
0	326
44	26
1	0
0	167
0	12
0	7
0	12
0	1
0	28
0	0
0	5
3	14
3	16
0	5
0	5
0	0
0	137
0	74
0	92
8	78
0	47
1	36
5	34
1	47
0	38
11	11
0	30
0	22
1	8
3	22
0	14
0	6
0	0
0	0
0	32
30	374
0	1
0	0
0	7
0	9
0	9
4	58
0	4
0	6
1	19
0	5
0	0
0	21
0	15
0	5
0	5
0	7
0	5
24	5886
173	11892
5	12029
0	0
5	2760
0	3
1938	20348
16	4268
0	0
0	1
0	29
158	1469
0	3
0	0
4	28
0	7
0	1
0	2
0	4
0	2
0	15
5	11
0	2
0	2
0	33
0	2
0	2
0	2
0	4
0	13
0	13
5	0
0	6
6	6
0	14
0	2
0	2
0	9
0	2
0	2
0	2
0	2
0	2
0	7
3	57
0	10
7	10
0	2
33	6
0	6
1	6
1	8
0	4
20	341
8	94
0	426
9	12
16	367
0	21
0	360
2	100
1	262
0	15
0	25
0	29
0	47
1	310
0	252
0	6
0	48
3	279
5	31
1	233
0	31
0	5
0	48
0	28
0	19
14	3
1	2
15	2
2	38
0	7
0	34
0	0
0	0
1	0
20	4
0	3
7	0
0	0
0	0
0	1444
0	1444
0	1
0	1444
0	1
0	1
0	1
0	1
0	1
0	1444
2	1
0	0
0	0
0	0
0	0
829	7202
22	4271
55	7287
0	0
36	530
280	28
147	304
12	306
17	18
9	70
15	2
13	148
1	95
12	110
0	5
3	12
0	43
0	43
0	43
19	0
112	1117
258	1087
39	778
31	578
0	7096
0	4395
1951	7093
0	0
1	0
22	9452
0	8789
0	8384
0	9047
0	42
13	161
10	55
0	2
46	45
88	6027
0	82
8	147
4	145
0	143
5	0
1	72
0	83
2	0
134	0
10	2090
18	2127
18	2446
0	2292
94	1722
0	2140
13	2013
