UniqueCount	AmbigCount
1	214
0	16
3	854
0	0
0	0
0	0
0	0
0	6
0	6
0	0
0	0
0	0
0	0
0	0
6	49
0	4
0	8
0	8
0	6
0	24
381	34
55	365
4	8
0	9
187	22
0	2
2	85
4	8
0	0
12	32
0	1
6	11
0	21
7	1012
4	602
1	602
0	600
0	539
0	389
43	17
1	0
0	195
0	7
0	2
0	14
0	2
0	24
2	3
0	6
1	6
9	18
0	6
0	6
2	4
0	90
0	57
0	60
0	55
0	26
1	16
11	22
0	38
0	21
10	12
0	23
0	15
2	0
0	5
0	14
0	2
0	0
0	0
0	23
18	379
0	5
0	0
0	6
0	15
0	15
15	42
0	9
0	10
0	19
0	6
0	0
0	12
0	8
0	6
0	7
0	2
0	1
23	5039
164	11379
4	11034
0	0
6	2361
0	2
1750	17436
7	3875
0	0
0	0
0	24
145	1334
0	2
0	0
6	11
0	15
0	13
0	13
0	12
0	11
0	17
3	13
0	10
0	14
0	53
0	15
0	13
0	17
0	12
0	13
0	16
1	4
0	4
2	4
0	14
0	0
1	0
0	2
0	3
0	3
0	3
0	3
0	0
0	5
5	65
0	6
7	6
0	0
9	4
0	4
1	2
0	8
0	7
37	268
8	83
0	363
21	11
12	295
0	11
0	296
3	76
3	191
0	18
1	33
0	25
1	34
0	227
0	205
1	10
0	46
6	211
1	29
0	175
0	29
0	7
0	56
0	25
0	20
25	4
3	5
8	5
1	36
0	6
0	32
0	0
0	0
2	0
4	4
2	0
4	3
0	3
0	0
0	1678
0	1678
0	0
0	1678
0	5
0	5
0	5
0	5
0	2
0	1678
3	4
0	0
1	0
0	0
0	0
866	7509
9	4740
67	7706
0	0
29	492
219	39
126	253
19	250
10	18
3	54
13	2
11	153
1	106
4	115
0	2
1	24
0	58
0	58
0	58
7	0
151	1257
258	1242
74	904
52	672
0	7385
0	4414
2094	7383
0	1
1	0
31	10265
0	9552
0	9003
0	9716
0	55
10	277
12	89
11	9
54	32
98	6216
0	91
5	188
12	187
0	180
3	1
0	100
3	106
5	3
118	0
10	2199
6	2199
19	2471
0	2364
68	1821
0	2229
2	2133
0	136
4	1084
1	654
2	347
2	365
3	154
19	72
4	64
4	88
0	29
0	13
7	11
56	11
44	0
0	0
0	0
0	0
637	0
22	31
0	36
0	36
0	31
0	1
10	18
0	5
0	0
0	1
0	3
6	8
0	3
0	4
0	0
0	0
0	0
57	6108
195	6698
1	5279
0	6108
9	3591
5	2988
0	1116
0	322
3161	0
4	47
6	20
39	52
2	11
2	5
29	2
0	3184
6	3430
2	3190
4	2073
36	1885
3	1454
4	1340
2	125
0	961
13	757
1	77
0	173
1	354
1	222
14	264
0	9
13	86
2	100
1	142
10	11
0	0
0	0
0	9
0	2
0	9
0	9
0	0
0	9
0	0
1	1
0	1100
12	1176
0	907
0	420
0	5
0	39
0	61
0	8
5	59
0	21
16	5
0	12
0	1
0	0
1198	3841
95	822
36	345
30	2038
46	1972
1	4341
0	5760
0	5755
0	5023
3	2965
6	2312
1	5283
0	5875
0	5015
230	3995
36	3134
7	4734
0	5714
0	5003
0	4573
1	3495
0	3876
0	1180
1	334
7	396
2	2139
0	549
0	582
0	384
3	235
0	274
0	585
0	18
0	126
2	771
3	353
1	376
0	589
0	523
0	517
0	7
1	1
0	208
3	635
0	485
8	281
5	302
0	200
0	99
0	79
0	76
0	87
0	4
0	8
4	7
0	0
26	0
20	690
2209	826
3	185
21	0
6	3287
66	3403
0	2798
0	181
0	168
0	164
0	30
5	19
0	0
0	1
2	1
0	1
0	1
6	1
0	0
0	0
0	0
0	0
0	0
180	24408
2285	24131
78	24122
413	24226
219	884
7	166
0	0
0	2320
48	2691
26	2065
19	1733
1	2660
4	1995
0	1814
1	2157
0	1893
0	604
5	909
0	139
0	93
0	104
5	138
0	646
4	26
2	149
0	5
0	15
0	1412
22	1440
9	1467
0	1420
0	26
0	21
4	1320
12	1315
0	721
3952	6216
16	4216
38	5138
93	165
58	1988
5	523
0	4
109	164
0	16
0	16
0	17
0	3
2	1
0	0
0	0
17	5
10	13
7	5
14	13
0	1071
51	5292
1480	6349
8	94
88	285
1	1
14	3
92	4946
1	4115
44	4721
26	201
20	3503
40	2563
11	2
0	1
7	7970
26	5650
0	7755
0	6268
2	7725
2	18
1	282
6	1271
0	0
0	0
13	0
4447	10782
12	9649
0	1205
619	289
5	17
29	201
0	0
0	0
0	0
158	0
0	1117
0	1136
0	1110
0	1137
0	1106
0	1130
2	1113
30	94
0	3
1	823
0	3
1	639
3	83
2	11
1	8
0	1137
9	312
0	3
0	1105
0	964
0	1
4	2
1	1091
0	8
0	0
0	1
3	35
2	451
3	294
23	594
0	197
0	178
0	0
0	8
4	2
0	7
0	7
0	4
0	4
0	3
0	2
0	3
32	2701
1	2699
11	2134
0	2185
0	2077
0	1661
0	1657
0	1662
0	879
3	33
15	266
10	2805
0	2791
0	401
41	239
9	14
0	8
0	7
126	1934
0	1422
1	250
1	886
1	1238
1	1304
2	1540
0	1691
0	1680
0	1519
17	26
0	74
0	27
0	4
5	105
1	2
0	3
4	35
2	98
22	501
6	112
0	65
26	53
152	1226
7	3
42	111
1	1
0	13
4	218
10	68
0	171
0	110
13	1976
1	1941
0	1771
2	780
4	8
0	242
7	107
0	39
3	168
0	45
0	36
0	93
7	160
4	127
1	123
2	59
0	0
18	8129
0	7530
33	8387
8	671
6	1595
2	489
1	796
5	279
0	16
6	74
7	0
0	0
0	0
0	0
0	0
27	305
7	250
2	14
5	108
26	82
0	1
0	0
0	0
0	0
0	0
0	0
23	16
0	0
0	0
35	50
0	0
5	0
0	0
0	2
0	2
0	0
0	2
0	2
0	2
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
25	40
0	0
0	0
0	0
0	0
0	0
3	0
191	2496
1	88
5	27
0	21
1	21
0	16
0	2391
1	19
0	1699
0	71
0	130
1	86
0	124
0	95
0	179
0	145
0	108
0	43
0	17
0	105
0	20
0	2241
0	108
8	1161
3	1811
3	59
67	40
22	1
11	1
18	1697
22	1801
84	3089
4	3696
4	1928
264	1554
10	1710
11	3506
5	3169
80	3181
12	3066
54	953
14	2020
0	2
7	0
0	0
463	8
0	0
0	2
1	6
0	3
4	3
0	171
2	144
35	176
0	4
87	44
2	14
61	81
0	92
168	65
3	49
8	17
1	0
147	1
0	1
12	0
116	6780
0	970
47	9909
2	3219
0	44
34	6436
7	2146
16	4966
0	989
43	3086
0	3232
0	2177
0	2191
2	362
4	97
0	30
0	23
0	21
0	0
0	18
0	18
0	18
0	18
1	16
0	13
0	14
0	0
0	0
20	1026
0	955
0	572
0	92
0	35
0	6
1	8
0	59
0	112
16	39
0	2
6	37
5	0
1	52
0	52
1	22
1	10
23	21
4	13
6	14
0	11
0	339
8	489
14	491
4	489
0	351
66	1491
0	1095
4	163
1	159
42	366
43	704
0	1127
0	63
3	280
4	0
10	106
0	0
7	0
1	687
0	737
1	6596
2	6537
0	6909
1	6632
0	942
0	6898
0	855
2	319
0	236
2	323
15	6422
1	119
0	6017
18	1337
60	1478
0	258
4	264
4	32
46	83
7	14
0	1
0	0
1	0
66	7
0	5
8	0
0	0
0	0
2	0
1	0
1	11
0	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
3	0
7	3
0	0
81	0
0	0
358	3754
1	3754
3	3728
1	186
0	43
0	163
50	3028
14	0
186	210
10	175
1	24
0	62
0	11
0	21
0	2
1	0
2	0
1364	5362
2	5362
386	1547
268	1554
85	27
37	423
0	218
1	110
0	36
4	447
2	222
18	38
0	407
0	360
0	131
0	360
0	371
0	81
0	91
0	94
0	84
0	369
3	42
0	2
0	95
0	53
8	0
0	0
0	0
0	76
0	95
0	72
0	85
0	25
0	1
0	0
0	19
0	0
0	19
0	19
0	19
0	19
0	19
0	19
0	19
0	19
0	19
0	19
0	19
0	0
0	0
0	0
0	0
0	0
6	11
0	0
0	0
0	0
4	2
0	0
0	0
4	10
0	1
3	10
0	1
2016	68
3	55
1	6
4	0
0	0
0	1491
2	1704
0	1767
1	1743
1	1592
1	1677
6	1651
5	1568
3	1553
0	1733
0	1592
0	1636
0	1712
1	1502
3	1536
0	1486
3	44
5	992
0	446
31	960
1	136
0	103
0	554
0	251
3	149
4	102
0	29
0	476
2	513
3	452
0	477
3	468
1	514
1	470
0	447
1	34
7	49
0	1389
0	1281
5	1481
0	1356
0	1294
4	1344
0	1342
0	1351
1	1346
10	461
0	19
0	0
0	3
26	21
5	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
54	88
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	67
0	67
0	0
0	0
1	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	107
1	99
0	265
2	295
1	283
0	158
2	4
0	6
0	1
0	95
1	2
0	14
0	23
2	210
0	203
0	219
0	8
0	11
0	23
3	1
1	2
0	13
2	2
0	15
0	197
0	17
9	22
0	22
0	203
2	20
0	78
0	209
0	22
0	187
0	25
1	30
0	71
0	170
0	6
7	24
56	184
9	11
0	1
0	200
0	206
0	57
0	62
0	16
24	0
1	194
1	6
0	51
0	76
1	1
0	0
0	13
0	156
0	101
0	150
0	4
0	0
0	1
0	1
0	4
0	0
0	1758
8788	6588
91	6428
8	6270
10	4538
23	3837
0	1811
29	1791
5	3
60	6
12	156
0	5
0	0
25	154
0	0
0	1
0	9
1	6
1208	2660
1	15
40	2621
6	542
12	11
1	3
0	1
0	0
204	0
0	6803
0	6894
0	6433
3	6425
9	6426
0	5664
2	5649
0	6894
0	2882
0	11
22	0
20	49
0	0
0	0
17	19
0	0
0	0
0	64
5	16
0	0
0	0
0	0
0	0
0	0
0	45
0	58
0	31
0	0
0	63
0	4
7	26
0	33
15	45
0	9
0	0
0	0
0	259
0	294
0	296
18	312
1	279
0	287
0	286
0	231
0	146
0	105
4	146
0	107
0	102
0	121
0	121
0	5
0	29
0	25
0	15
0	15
0	1
8	154
0	182
0	195
2	195
0	194
0	172
0	195
0	194
0	194
1	185
0	194
0	194
0	194
0	194
0	193
0	119
0	146
5	33
1	7
3	22
0	3
0	6
0	0
0	11
0	11
0	12
0	13
0	11
0	0
1637	267
0	90
5	32
3	7
0	28
1	0
7	0
0	2
0	2
0	0
0	0
40	950
4	183
8	171
0	162
6	681
11	273
1	354
0	199
2	2107
13	2096
0	40
0	15
0	26
0	12
370	3
0	2
302	382
1	3
5	348
5	3326
0	190
1	151
32	94
0	17
1	3597
0	1403
241	4144
8	1214
0	92
3	224
1	139
0	17
3	158
19	108
2	75
16	9
0	0
0	0
0	6
0	0
0	0
18	30
0	0
92	1054
187	623
123	1424
320	1617
30	380
11	873
19	808
4	839
2	824
5	972
14	532
1	334
14	42
0	223
0	173
0	23
0	0
0	0
0	0
0	0
0	0
0	0
0	0
18	3
9	0
12	0
3708	279
10	279
0	30
7	0
8	76
0	171
3	168
0	170
0	154
0	8
18	7
10	0
0	0
2	3
0	3
0	0
0	0
0	53
0	53
0	0
0	0
0	0
0	0
0	8815
360	1192
311	20109
6	12801
427	19814
76	2559
6	17941
1	10986
81	2298
2	10653
0	0
5	0
35	30
0	1
0	19
2191	429
10	331
0	196
10	132
34	0
0	0
0	0
2	11
3	11
0	3
0	0
0	0
0	0
0	7
0	7
0	2
0	0
0	0
7	1700
6	1749
2	1402
0	18
0	359
5	582
0	33
19	754
0	21
0	80
1	5
0	3
3	5
2	20
28	350
14	301
0	5
0	18
2	11
104	92
0	0
0	0
0	0
1	0
0	0
2	2
0	2
0	0
5	0
2	0
0	0
1	192509
85	167883
1	171245
3	176670
183	102616
4	21488
0	23407
0	15420
2	8425
3	6820
8	3340
0	2121
4	2117
37	4438
17	4667
36	17
1	0
45	1
0	0
26	12
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
1	0
19	15
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
309	100
0	0
0	7
19	34
