UniqueCount	AmbigCount
0	146
0	10
9	1013
0	0
0	2
0	2
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
1	32
0	3
0	7
0	7
0	3
1	16
284	32
70	341
3	10
0	15
184	18
0	1
3	74
2	6
0	2
9	39
0	1
13	18
0	21
7	1139
2	546
0	567
0	563
0	482
0	350
43	32
1	0
0	182
0	9
0	2
0	9
0	6
0	30
0	4
0	5
4	8
9	14
0	3
0	2
1	3
0	104
0	50
1	63
5	65
0	27
1	17
5	56
0	38
0	20
12	19
0	31
2	22
3	3
1	13
0	9
0	6
0	0
0	0
0	22
31	347
0	6
0	0
0	6
0	17
0	17
16	43
0	10
0	13
0	27
0	6
0	0
0	5
0	11
0	3
0	6
0	2
0	1
13	5096
183	10401
2	12502
0	0
3	2239
1	2
1650	17536
12	3559
0	0
0	0
0	26
195	1303
0	3
0	0
5	18
0	11
0	12
0	12
0	8
0	13
0	20
3	19
0	13
0	13
2	15
0	13
0	11
0	12
0	8
0	11
0	18
6	5
0	3
9	3
0	5
0	0
0	0
0	4
0	2
0	2
0	2
0	2
0	2
0	6
3	16
0	7
2	8
0	1
9	3
0	2
5	6
1	3
0	4
29	265
6	70
0	343
3	8
12	282
0	14
0	293
2	79
2	223
2	9
0	28
0	20
0	34
5	258
0	181
0	6
0	39
2	253
2	23
2	209
0	23
0	4
0	45
0	20
0	10
27	11
7	6
9	6
0	30
0	10
0	27
0	0
0	0
1	2
16	8
1	2
1	3
0	1
0	1
0	943
0	942
0	0
0	942
0	9
0	9
0	9
0	9
0	6
0	943
7	10
1	1
0	1
0	0
0	0
1618	10130
19	4207
108	10153
0	0
78	1120
231	38
137	333
27	314
23	30
21	69
21	5
11	155
2	125
11	136
0	6
1	17
0	31
0	31
0	31
10	0
207	1832
413	1802
93	1234
65	878
0	6922
0	4216
2156	6921
0	1
1	0
24	10594
0	9681
0	9280
0	10193
0	34
6	250
9	57
4	5
31	57
135	5999
0	56
15	270
17	269
0	255
7	2
2	124
3	119
8	1
217	0
11	2532
14	2578
31	3022
0	2797
139	1972
4	2610
21	2418
0	178
5	1480
6	1055
0	574
7	606
5	236
21	130
5	113
3	99
0	35
