UniqueCount	AmbigCount
0	224
0	11
7	845
0	0
0	4
0	2
0	0
0	5
0	5
0	0
0	0
0	0
0	0
0	0
7	33
0	5
0	13
0	8
0	6
0	12
515	34
60	349
0	11
0	13
207	29
0	1
1	66
0	5
0	0
18	48
0	1
10	28
0	23
15	1069
4	460
2	496
0	489
0	436
0	291
64	53
0	0
0	148
0	2
0	0
0	2
0	1
0	25
0	3
0	3
2	5
11	17
0	3
0	6
1	0
0	119
0	64
0	62
3	77
0	21
0	15
3	29
0	31
0	18
8	16
0	23
0	12
1	1
2	11
0	17
0	3
0	0
0	0
0	21
27	357
0	1
0	0
0	6
0	9
0	6
23	58
0	1
0	1
0	14
0	4
0	1
0	15
0	11
0	3
0	6
0	2
0	1
24	6798
169	12158
8	12621
0	0
1	2992
0	1
2128	23151
22	5025
0	0
0	0
0	22
141	1324
0	3
0	0
10	28
0	10
0	11
0	11
0	5
0	11
0	18
4	14
0	9
0	7
3	41
0	8
0	6
0	7
0	3
0	11
0	16
2	1
0	4
8	4
0	11
0	0
4	0
0	5
0	1
0	1
0	1
0	1
0	2
0	5
11	71
0	9
0	9
0	4
29	11
0	5
10	26
0	3
0	5
40	226
14	85
1	312
3	13
16	254
0	8
0	251
0	58
3	150
0	13
0	27
0	14
3	18
1	179
0	156
0	8
0	40
3	173
0	18
1	137
1	18
0	5
0	52
0	14
0	8
38	9
9	2
19	3
0	43
0	13
0	34
0	0
0	0
1	0
13	6
0	0
12	3
0	3
0	0
0	1247
0	1248
0	0
0	1246
0	8
0	7
0	8
0	7
0	5
0	1246
2	7
0	0
0	0
0	0
0	0
796	6595
10	3934
69	6752
0	0
43	494
290	45
135	272
16	272
16	19
5	58
16	4
7	105
0	53
3	66
0	0
0	9
0	41
0	41
0	41
11	0
121	1143
221	1130
67	773
48	573
1	6987
0	4284
1940	6984
0	0
8	0
25	9476
0	8796
0	8356
0	9036
1	38
14	247
9	72
3	5
41	31
121	5826
0	81
11	211
12	211
0	209
17	0
1	106
0	93
1	0
128	0
9	1912
8	1936
18	2214
0	2079
48	1567
4	1937
2	1832
0	135
5	1018
3	648
2	357
8	370
5	159
7	82
2	71
3	50
0	14
5	10
7	8
63	26
74	0
0	0
0	0
0	0
643	0
11	24
0	26
0	26
0	24
0	0
6	9
1	0
0	0
0	0
0	11
9	13
0	1
0	6
2	1
0	1
0	0
67	5354
188	5810
3	4689
0	5354
11	3185
18	2602
3	941
0	324
2703	0
6	51
10	27
91	60
5	17
4	13
35	8
1	2534
10	2734
0	2546
2	1598
52	1422
2	1100
2	1023
1	97
0	753
12	581
1	58
0	134
1	275
1	183
15	214
0	8
8	62
0	67
6	115
5	5
2	0
0	0
0	41
0	26
0	43
0	43
0	0
0	41
0	0
0	9
6	1020
22	1100
0	840
0	445
0	4
0	36
0	49
2	3
5	61
0	26
13	10
0	12
0	0
0	0
1002	2853
64	616
20	206
17	1504
23	1442
2	4076
1	5534
0	5525
0	4781
1	2634
11	2029
5	5047
0	5653
1	4773
214	3729
25	2884
1	4452
0	5488
0	4762
0	4301
0	3510
0	3889
0	1160
1	299
8	359
2	2125
0	481
0	590
0	401
1	236
0	292
3	525
3	11
0	124
3	749
4	340
0	360
0	562
0	476
1	467
0	8
0	0
0	194
0	480
0	337
2	169
0	215
1	158
0	73
0	71
1	87
0	79
0	2
0	7
3	3
0	0
17	4
12	668
1896	790
2	153
22	0
6	2912
62	3048
0	2439
0	214
0	197
1	168
0	15
0	17
0	0
0	7
0	9
0	10
0	7
3	10
0	1
0	1
0	4
0	0
1	0
150	19983
2089	19777
71	19772
365	19856
169	695
5	116
3	0
1	2444
42	2809
12	2151
20	1822
1	2774
0	2120
0	1909
3	2290
0	2013
0	605
3	936
0	122
1	78
0	106
5	119
0	624
2	16
11	150
0	3
0	28
0	1328
32	1333
12	1343
0	1341
0	21
0	17
0	1258
16	1239
0	623
3393	4910
6	3414
68	4019
68	112
46	1490
3	362
0	4
132	198
0	59
1	58
1	64
0	16
3	13
2	0
1	0
2	4
14	18
2	5
11	19
1	1021
76	5179
1580	6190
16	92
98	199
1	3
23	21
60	3294
0	2661
45	3185
16	134
31	2253
44	1607
13	3
0	2
0	5200
23	3621
1	5067
2	4052
1	5055
0	17
0	193
7	792
1	0
0	0
18	0
4445	10209
17	9095
0	1169
504	296
0	8
19	190
0	0
0	0
0	0
211	1
2	1096
0	1118
0	1076
0	1121
2	1077
0	1105
1	1086
36	111
0	6
5	852
1	12
1	654
4	93
3	14
0	13
0	1115
4	343
0	8
0	1066
1	946
0	2
0	2
0	1038
0	17
0	1
0	3
2	46
3	430
4	323
13	517
0	160
2	138
0	1
0	2
6	3
0	2
0	1
0	0
0	2
0	1
0	1
1	1
25	1992
3	1975
13	1568
0	1581
0	1520
0	1228
0	1226
0	1228
0	605
8	30
15	249
14	3006
2	2994
4	432
71	252
9	19
0	0
0	2
114	1572
0	1164
2	223
2	660
1	983
0	1013
1	1227
0	1340
1	1311
0	1237
10	32
3	51
0	33
0	1
7	99
0	4
0	7
3	40
9	65
26	403
14	92
0	45
17	46
190	1052
11	3
61	121
7	3
0	2
13	184
8	80
2	153
0	98
17	1784
2	1754
0	1595
2	624
2	6
1	209
8	102
0	28
5	162
1	44
1	22
2	117
1	163
3	116
0	114
1	44
0	0
36	8917
4	8306
46	9195
9	722
1	1876
4	555
3	833
2	310
0	41
8	106
11	0
1	0
0	0
2	0
0	0
14	242
7	195
1	12
6	90
12	65
2	1
0	1
0	1
0	0
0	0
0	0
32	45
0	1
0	1
26	57
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
25	55
0	0
0	0
0	0
0	0
0	0
0	0
157	2224
8	85
1	18
0	17
3	18
0	12
0	2130
1	21
0	1525
0	43
4	80
2	49
0	78
0	52
2	136
0	95
0	61
0	34
0	22
0	72
0	10
0	1990
2	73
1	1022
8	1611
0	41
71	50
29	0
8	7
33	1502
58	1603
87	2823
3	3298
4	1788
280	1497
11	1623
14	3273
7	2958
110	2981
46	2878
58	987
19	1955
0	6
8	0
0	0
398	4
0	0
0	2
3	2
0	10
6	13
2	160
2	116
32	161
0	9
88	33
5	10
48	71
2	84
125	60
7	38
2	23
0	0
114	1
0	1
31	0
111	5675
0	757
35	8038
2	2410
4	27
14	4940
2	1569
21	3743
2	772
47	2964
0	3118
4	2030
0	2055
3	362
9	91
0	31
0	22
0	13
2	0
0	33
0	36
0	36
0	33
0	32
0	22
0	27
1	0
1	0
14	926
0	880
5	548
1	89
2	24
1	9
1	9
0	77
0	85
7	35
1	4
11	28
17	0
1	78
0	78
5	64
1	20
31	39
10	27
8	44
1	16
0	374
10	517
20	521
4	517
1	377
67	1670
0	1240
6	163
0	161
29	387
30	749
0	1264
0	48
5	351
0	0
3	109
0	2
2	0
5	521
2	577
2	5630
2	5572
1	5868
4	5647
0	736
0	5856
0	657
4	245
1	175
12	256
15	5480
2	92
7	5166
16	1344
100	1543
0	287
2	295
2	27
51	80
12	22
0	1
0	0
0	6
85	8
0	0
2	0
2	0
0	0
3	0
0	0
5	3
2	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	1
0	0
6	0
5	3
0	0
59	0
0	0
364	3437
0	3437
2	3386
0	197
1	34
6	151
43	2631
11	0
207	310
0	247
0	39
1	117
0	16
0	36
2	4
0	0
7	0
1098	5118
0	5118
442	1470
239	1468
95	39
15	376
0	187
1	88
0	30
0	417
0	190
