UniqueCount	AmbigCount
0	214
0	14
2	951
0	0
0	1
0	0
0	0
0	5
0	5
0	0
0	0
0	0
0	0
0	0
5	41
0	5
0	7
0	10
0	5
0	21
289	33
65	326
3	22
0	17
169	22
0	4
7	71
0	4
0	2
7	35
0	4
11	21
0	25
10	1154
2	540
1	568
0	563
0	514
0	335
26	52
0	2
0	162
0	8
0	1
0	9
0	4
0	23
0	0
0	5
1	6
8	16
0	5
0	6
0	0
0	91
0	49
0	58
3	67
0	18
0	16
10	17
3	37
0	18
8	7
0	29
1	23
1	3
0	9
0	10
0	4
0	0
0	0
0	17
29	355
0	13
0	0
0	6
0	21
1	21
15	41
0	12
0	20
1	31
0	6
0	0
0	7
0	8
0	5
0	6
0	2
0	1
30	5372
164	11534
0	14198
0	0
4	2750
0	2
1842	19289
9	4139
0	0
0	0
0	17
179	1295
0	0
0	0
8	21
0	10
0	8
0	7
0	9
0	7
0	9
3	10
0	7
0	6
1	28
0	6
0	6
0	6
0	9
0	8
0	9
8	3
0	3
6	3
0	7
0	0
1	0
0	8
0	1
0	4
0	1
0	1
0	1
0	8
5	32
0	7
2	7
0	1
11	9
0	5
3	10
2	5
0	4
23	315
9	155
5	482
7	7
15	339
0	13
0	353
0	90
1	236
0	15
0	37
0	31
0	44
2	292
0	232
0	5
0	59
7	283
1	33
0	231
0	33
0	4
0	101
0	31
3	23
35	5
5	5
6	8
0	44
0	14
0	34
0	1
0	0
0	0
15	1
0	0
8	0
0	0
0	0
0	983
0	983
0	0
0	983
0	4
0	4
0	4
0	4
0	0
0	983
0	5
0	0
0	0
0	0
0	0
1362	9379
11	4220
101	9404
0	1
86	943
212	37
167	361
24	352
14	40
26	95
19	14
5	123
0	95
9	97
0	2
1	21
0	24
0	24
1	24
22	0
188	1591
310	1553
81	1139
85	821
1	6181
0	3838
1903	6175
0	1
0	0
17	10093
0	9190
0	8791
0	9694
0	23
9	177
5	45
1	6
24	44
90	5948
0	52
18	181
19	181
0	176
13	2
4	91
0	90
7	1
160	0
16	2418
21	2424
24	2796
0	2672
108	1879
0	2483
18	2315
0	168
3	1360
1	897
0	531
7	559
6	227
13	140
5	100
2	113
0	48
1	32
4	16
38	7
35	0
0	0
0	0
0	0
323	0
9	18
0	35
0	35
0	18
0	1
15	18
0	2
0	1
0	1
0	8
2	14
0	7
0	3
0	1
0	1
0	0
65	7903
280	8588
4	6765
0	7903
3	3853
3	3037
2	1523
0	570
3388	0
0	13
0	7
22	21
0	9
1	3
42	5
8	3401
11	3649
0	3411
3	2193
84	2089
12	1596
4	1502
3	107
0	1099
13	850
1	82
0	223
0	420
0	295
15	311
0	12
0	76
1	105
6	157
28	6
0	0
0	0
0	21
0	9
0	22
0	22
0	0
0	21
0	0
1	4
2	1453
17	1586
1	1174
0	805
1	4
0	57
3	96
3	8
4	128
3	59
12	9
1	33
0	0
0	0
1431	3811
104	867
42	340
19	2095
62	1889
4	4293
0	6439
0	6441
0	5200
2	2879
12	1924
1	5627
0	6635
0	5196
160	4081
20	2850
1	4719
0	6395
0	5200
0	4696
0	4168
0	4824
1	1192
1	303
16	384
0	2779
0	510
0	699
0	537
4	306
0	413
0	826
0	18
0	172
3	1224
2	553
0	588
0	963
2	822
4	816
0	8
4	0
0	328
2	811
0	576
2	290
3	370
1	285
0	124
0	115
0	127
1	124
1	5
0	11
2	3
0	0
54	3
23	842
2270	1017
2	212
34	0
9	3365
125	3563
0	2621
0	272
0	231
5	230
0	43
6	46
