UniqueCount	AmbigCount
0	221
0	25
8	848
0	0
0	3
0	1
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
4	49
0	1
1	7
0	8
0	3
0	29
480	47
68	437
4	16
0	9
272	38
0	6
1	98
0	14
0	0
10	31
0	1
10	24
0	34
9	1012
0	475
1	514
0	512
0	460
0	304
73	58
3	0
0	161
0	3
0	2
0	3
0	0
0	27
0	1
0	3
3	3
14	19
0	3
0	6
2	2
0	132
0	68
0	69
0	75
0	41
3	35
15	78
0	42
0	41
14	10
0	20
3	19
7	8
0	31
0	12
0	9
0	0
0	0
0	27
51	470
0	6
0	0
0	4
0	10
0	10
13	67
0	6
0	9
0	12
0	3
0	0
0	8
0	5
0	2
0	6
0	0
0	0
31	6966
228	14937
3	15029
0	0
4	3575
0	2
2372	24274
11	5513
0	0
0	0
1	35
184	1591
0	4
0	0
8	24
0	20
0	18
0	22
0	14
0	20
0	22
3	20
0	21
0	20
3	42
0	19
0	20
0	21
0	14
0	19
0	21
5	1
0	4
12	4
0	8
0	1
1	1
0	6
0	3
0	3
0	2
0	2
0	2
0	5
2	66
2	10
8	10
0	2
14	11
0	5
4	16
2	4
0	1
28	213
12	81
1	293
5	18
18	241
0	12
0	242
1	74
1	162
0	20
0	30
0	19
0	25
5	188
0	160
0	9
0	36
1	165
1	25
0	137
0	22
0	4
0	54
0	19
2	9
24	5
1	11
19	11
3	57
0	9
0	50
1	0
0	0
1	0
9	4
2	1
2	0
0	0
0	0
0	1163
0	1163
0	1
0	1163
0	6
0	6
0	6
0	5
0	5
0	1163
13	5
0	0
0	0
0	0
0	0
806	6526
22	3757
76	6613
4	0
38	515
318	49
153	311
21	314
21	9
25	54
16	4
20	153
3	96
6	111
0	7
1	17
0	57
0	55
0	57
17	0
142	1255
264	1227
74	903
59	634
0	7306
0	4464
2227	7302
0	2
1	0
24	8908
0	8279
0	7935
0	8564
0	26
11	179
10	65
7	7
52	33
133	5637
0	68
11	183
15	182
0	181
6	0
2	106
3	86
0	0
131	0
11	2043
10	2038
18	2315
0	2202
82	1663
0	2080
4	1963
4	139
1	1021
1	678
1	383
2	404
3	149
14	87
1	65
2	75
0	34
1	16
7	15
95	11
77	0
0	0
0	0
0	0
805	0
18	27
0	24
0	24
0	27
0	0
7	13
0	2
0	0
0	1
0	12
11	25
0	13
0	14
0	3
0	3
0	1
64	5617
175	6062
2	4880
0	5617
10	3098
12	2566
2	1103
0	368
2825	0
4	54
8	31
42	57
4	9
1	6
64	9
3	2645
14	2829
1	2662
3	1634
30	1494
4	1217
1	1151
4	85
0	857
11	658
0	78
0	144
1	322
0	201
14	207
0	14
6	74
3	70
2	96
16	7
0	0
0	0
0	23
0	11
0	24
0	24
0	0
0	23
0	0
0	3
2	1122
6	1263
2	964
0	559
1	2
0	34
1	49
1	3
7	66
0	35
13	7
0	27
0	1
0	0
1161	3252
95	773
21	267
16	1745
31	1629
1	3810
3	5245
1	5242
0	4458
0	2548
11	1923
2	4712
0	5358
0	4455
161	3525
33	2729
10	4153
0	5214
0	4448
0	4047
0	3303
0	3719
2	1095
2	290
8	368
0	2006
0	460
0	554
0	420
2	250
0	317
0	576
0	17
1	107
0	768
1	314
1	353
0	589
0	527
0	519
0	3
0	0
0	231
4	500
2	374
5	186
1	213
0	195
1	90
0	66
0	81
1	78
0	3
0	5
4	5
0	0
33	1
16	664
1846	791
4	154
21	0
3	2943
74	3054
0	2487
0	178
0	154
4	167
0	20
6	27
0	0
0	0
1	3
0	3
0	3
8	3
0	0
0	0
0	0
0	0
0	0
158	18698
1791	18424
56	18414
355	18530
158	644
8	149
4	0
0	2492
32	2874
24	2224
26	1874
5	2916
0	2195
0	1976
4	2413
0	2106
2	619
2	978
0	147
1	76
1	104
2	144
0	698
2	27
7	175
0	4
2	34
0	1584
30	1583
11	1604
0	1591
0	28
0	16
0	1486
25	1471
0	645
3175	4669
18	3133
60	3801
64	123
61	1523
6	388
0	5
153	163
0	21
0	21
0	22
0	4
2	4
0	0
0	0
6	4
20	12
7	5
3	11
0	1132
57	4853
1574	5981
15	119
98	254
0	5
20	12
68	3939
0	3213
69	3756
41	174
17	2708
67	1968
4	6
0	4
6	6476
30	4624
1	6264
3	5121
1	6249
2	19
0	206
1	995
0	1
0	1
19	0
4298	9168
21	8133
2	1099
598	250
0	14
33	225
0	0
0	0
0	0
131	1
0	1116
0	1145
0	1095
0	1145
2	1097
1	1127
1	1102
22	96
0	12
1	898
1	17
3	699
8	97
7	18
0	24
0	1142
5	366
0	8
0	1077
0	957
0	5
0	3
2	1048
1	24
0	5
0	2
2	46
3	428
0	314
9	511
0	156
9	134
0	0
0	16
1	5
0	13
0	12
0	1
0	2
0	3
0	1
2	5
26	2275
4	2258
8	1782
0	1884
0	1821
0	1496
0	1492
0	1495
0	608
2	34
19	236
16	2324
0	2309
9	366
68	256
6	11
3	3
0	13
104	1654
0	1233
1	191
0	780
1	1085
0	1082
0	1358
0	1474
0	1445
0	1260
10	20
3	70
1	38
0	4
6	123
0	6
3	8
9	41
6	115
22	495
9	90
0	43
17	32
170	993
3	4
45	101
2	2
0	5
10	165
4	46
2	143
0	74
20	1852
2	1800
0	1645
6	797
4	6
0	249
4	128
0	50
3	195
2	67
4	54
0	117
5	152
1	142
5	141
8	72
0	0
25	7951
2	7289
54	8195
6	652
3	1711
5	539
5	863
0	336
0	31
10	96
8	0
0	0
0	0
1	0
0	0
23	288
7	233
1	18
3	99
22	83
1	5
