UniqueCount	AmbigCount
0	193
0	5
5	730
0	0
0	0
0	0
0	0
0	4
0	4
0	0
0	0
0	0
0	0
0	0
2	46
0	1
1	16
0	13
0	6
1	21
399	39
37	280
2	5
0	7
216	19
0	1
3	91
2	9
0	2
14	33
0	1
7	15
1	11
9	1028
2	414
1	420
0	414
0	368
0	275
40	24
0	0
0	141
0	1
0	0
0	1
0	1
0	23
1	1
0	2
1	4
7	19
0	2
0	7
2	0
0	67
0	39
0	35
3	53
0	13
0	12
12	25
0	19
0	8
4	10
0	14
2	2
4	0
0	9
0	5
0	2
0	2
0	0
0	17
23	266
0	2
0	0
0	1
0	6
0	5
6	49
0	3
0	5
0	15
0	3
0	0
0	19
0	9
0	2
0	8
0	0
0	0
26	7107
241	15867
9	13290
0	0
3	2734
1	1
2569	23218
25	4944
0	2
0	0
0	17
108	1060
0	4
0	0
9	15
0	18
0	18
0	18
0	11
0	16
1	14
11	13
0	16
0	16
1	27
0	16
0	18
0	18
0	12
0	11
0	15
0	3
0	3
6	3
0	4
0	0
9	0
0	3
0	4
0	5
0	2
0	2
0	0
0	4
9	40
0	15
1	14
0	0
11	7
0	5
3	9
0	1
0	2
36	192
7	109
2	304
3	0
6	195
0	1
0	200
2	30
0	106
0	2
0	7
0	16
0	19
0	142
0	159
0	0
0	15
2	147
0	22
0	127
0	22
0	3
0	70
0	15
0	6
18	8
3	6
11	8
1	50
0	11
0	43
0	0
0	0
1	0
16	9
1	5
25	2
0	2
0	0
0	1449
0	1448
0	0
0	1448
0	11
0	11
0	11
0	11
0	5
0	1449
7	7
0	0
0	0
1	0
0	0
592	5501
8	3648
78	5589
0	0
25	343
284	24
127	265
14	266
15	17
3	33
10	3
13	101
0	64
2	66
0	0
0	15
0	30
0	30
0	30
12	0
147	1023
242	998
79	738
43	550
0	7059
0	4249
1898	7056
0	0
10	0
11	8012
0	7536
0	7209
0	7685
0	19
14	196
6	63
7	6
65	22
99	5069
0	91
12	261
17	258
0	253
17	2
0	159
1	142
2	1
99	0
6	1677
7	1675
3	1870
0	1787
49	1446
0	1705
14	1638
0	104
4	813
0	437
2	248
3	257
1	93
8	53
0	46
1	33
0	12
0	11
8	3
48	12
54	0
0	0
0	0
0	0
855	0
11	15
0	44
0	44
0	15
0	0
3	15
0	1
0	0
2	1
1	15
16	23
0	11
0	10
0	0
0	0
0	0
64	4277
113	4651
0	3657
0	4277
11	2496
10	2065
3	802
0	254
2035	0
1	43
5	20
49	52
7	9
3	4
35	4
1	2395
4	2557
1	2416
5	1625
35	1427
3	1051
3	969
0	85
0	703
8	550
0	64
0	146
1	255
4	149
14	168
0	13
3	44
0	48
5	81
9	2
0	0
3	1
0	39
0	15
0	38
0	38
0	0
0	38
0	0
0	3
8	1145
19	1244
1	952
0	430
0	10
0	20
3	34
0	1
1	68
0	30
20	5
0	8
1	0
0	0
734	2408
56	523
18	195
9	1218
45	1287
1	3932
0	5053
0	5047
0	4488
4	2656
5	2105
1	4672
0	5133
0	4475
198	3532
27	2818
3	4184
0	4987
