UniqueCount	AmbigCount
1	249
0	15
13	1014
0	0
0	2
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
7	50
0	3
0	6
0	3
0	2
0	37
138	21
26	282
3	11
0	11
107	20
0	7
2	58
1	10
1	1
11	39
1	1
6	12
0	24
12	1068
2	587
1	599
0	592
0	511
0	376
58	35
2	1
0	197
0	5
0	2
0	5
0	1
0	30
0	1
0	3
3	7
10	17
0	3
0	2
1	1
0	58
0	39
0	52
2	50
0	24
0	21
9	36
0	32
0	24
3	10
0	17
0	9
9	5
0	14
0	10
0	5
0	0
0	0
0	14
32	304
0	2
0	0
0	5
0	4
0	4
14	44
0	1
0	2
0	16
0	3
0	0
0	7
0	9
0	3
0	2
0	2
0	2
41	6012
239	14326
4	16425
0	0
3	3397
0	2
2308	24142
8	5171
0	0
0	0
0	15
147	1116
0	0
0	0
2	12
0	15
1	10
0	11
0	10
0	11
1	14
6	12
0	9
0	9
1	38
0	11
0	11
0	11
0	10
0	6
0	9
3	3
0	3
1	3
0	10
0	0
4	0
0	2
0	4
0	3
0	4
0	3
0	2
0	4
2	47
0	10
2	9
0	0
12	8
0	4
10	8
0	8
0	3
14	274
6	183
1	461
3	9
15	301
1	13
0	302
4	87
2	237
2	10
0	31
0	53
0	32
1	278
1	194
0	5
0	45
2	262
4	58
2	215
0	57
0	3
0	142
0	55
0	13
41	4
4	4
9	4
0	45
0	12
0	37
0	0
0	0
0	0
2	6
0	0
3	0
0	0
0	0
0	897
0	897
0	0
0	894
0	0
0	0
0	0
0	0
0	0
0	894
2	0
0	0
0	0
0	0
0	0
2149	13759
11	4945
195	13605
1	0
150	1811
258	51
196	518
41	518
25	40
37	157
43	13
10	166
1	118
17	141
0	2
0	24
0	35
0	35
0	35
3	0
114	954
198	930
78	647
37	451
1	5254
1	3271
1604	5251
0	0
7	0
19	8478
0	7649
0	7350
0	8179
0	40
8	170
18	46
3	9
25	54
135	4628
0	48
15	190
22	189
0	182
7	1
5	90
1	103
5	0
185	0
21	2390
21	2395
25	2853
0	2655
165	1800
7	2453
13	2244
0	142
5	1364
3	1029
1	584
7	610
9	231
20	123
10	101
8	111
0	40
3	18
2	12
29	5
28	0
0	0
0	0
0	0
345	0
3	10
0	17
0	17
0	10
0	1
8	12
0	3
0	0
1	1
0	7
4	13
0	6
0	7
0	1
0	1
0	1
62	9310
364	10078
1	7908
0	9310
5	4191
10	3221
3	1942
0	722
3496	0
0	13
3	7
26	18
1	8
1	6
15	4
7	3615
17	3883
1	3659
13	2307
73	2215
4	1749
8	1660
5	105
0	1272
13	971
1	116
0	219
0	483
4	340
20	380
0	17
12	126
1	132
7	191
18	25
0	0
2	0
0	11
0	4
0	11
0	11
0	0
0	11
0	0
0	1
2	1825
41	2024
1	1519
0	1180
1	18
1	82
2	148
1	5
16	177
1	96
13	19
0	38
0	0
0	0
1362	3850
110	840
37	317
33	2093
57	1898
5	4277
