UniqueCount	AmbigCount
0	213
0	12
8	924
0	0
0	2
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
5	45
0	4
0	3
0	6
0	4
0	24
252	14
58	311
3	11
0	10
182	27
0	6
0	69
3	3
0	1
22	32
0	2
9	9
0	19
14	1046
0	489
2	523
0	513
0	449
0	315
23	43
0	0
0	171
0	6
0	4
1	6
0	1
0	26
2	2
0	3
1	5
12	10
0	3
0	5
3	1
0	87
0	54
0	72
3	56
0	30
1	25
7	33
1	39
0	27
9	10
0	30
1	14
6	1
0	13
0	7
1	2
0	0
0	0
0	10
47	326
0	4
0	0
0	5
0	13
2	13
10	55
0	8
0	8
0	15
0	6
0	0
0	3
0	5
0	3
0	5
0	4
0	3
30	5285
167	11287
1	13288
0	0
3	2392
0	2
1717	19336
11	3823
0	0
0	0
0	9
183	1241
0	2
0	0
2	9
0	17
0	12
0	16
0	12
0	16
0	18
8	17
0	16
0	17
0	34
0	17
0	16
0	17
0	12
0	11
0	18
2	3
0	2
5	2
0	5
0	0
0	0
0	1
0	1
0	3
0	1
0	1
0	1
0	1
2	39
0	5
3	4
0	1
5	4
0	4
3	4
0	6
0	6
28	304
1	137
0	450
6	13
17	335
0	13
0	340
3	102
4	247
0	17
0	25
0	32
0	49
2	287
1	204
0	11
0	36
7	276
1	37
0	222
2	36
0	6
0	104
0	33
1	10
15	2
8	7
14	7
0	26
0	2
0	22
0	0
0	0
0	0
5	2
0	1
5	0
0	0
0	0
0	794
0	794
0	0
0	794
0	4
0	4
0	4
0	4
0	3
0	794
1	6
0	0
0	0
0	0
0	0
1536	9727
16	3964
121	9831
1	0
84	962
226	40
151	365
36	368
21	19
20	87
25	12
13	177
2	113
16	139
0	5
1	20
0	57
1	55
1	57
8	0
143	1264
264	1233
56	904
47	639
2	6035
2	3786
2030	6034
0	0
4	0
10	9366
0	8548
0	8227
0	9045
0	20
10	187
11	40
5	1
25	41
129	5390
0	39
20	216
21	216
0	211
3	0
7	92
6	108
6	0
146	0
13	2322
20	2348
25	2736
0	2571
128	1802
0	2380
9	2207
0	157
8	1306
6	931
1	508
15	539
1	208
11	115
6	93
6	89
0	31
2	16
3	7
43	15
26	0
0	0
0	0
0	0
344	0
14	14
0	23
0	23
0	14
0	0
14	10
0	1
0	0
0	1
0	2
4	2
0	0
0	1
1	4
4	4
0	1
55	7188
309	7728
2	6077
0	7188
11	3221
9	2568
5	1322
0	481
3183	0
2	24
3	11
24	29
3	5
0	6
35	5
11	3072
9	3285
0	3090
8	1920
73	1823
8	1382
8	1335
4	101
0	1014
14	754
0	55
0	176
0	400
1	265
24	254
0	9
2	86
0	70
13	122
11	7
0	0
0	0
0	11
0	8
0	10
0	10
0	0
0	10
0	0
0	2
1	1624
29	1792
3	1346
0	965
2	8
0	59
4	103
2	5
16	147
1	72
16	16
2	42
0	4
0	0
1740	3835
85	804
28	308
42	1991
67	1988
3	3932
0	6412
0	6402
0	5005
0	2685
5	1684
6	5463
0	6643
0	5009
171	3956
39	2648
1	4540
0	6376
1	5038
0	4387
0	4230
0	4911
2	1192
3	287
5	372
0	3034
0	495
0	707
0	524
