UniqueCount	AmbigCount
0	186
0	7
5	732
0	0
0	5
0	3
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
6	43
0	3
1	8
0	9
0	3
0	26
480	28
50	429
3	12
0	10
331	27
0	2
0	91
2	13
2	1
12	40
0	5
12	25
1	9
6	866
2	349
3	384
0	381
0	338
0	238
56	62
1	0
0	132
0	12
0	8
0	12
0	2
0	31
0	0
0	3
1	4
17	16
0	3
0	4
1	2
0	107
0	52
0	58
0	71
0	22
0	20
8	36
1	38
0	22
11	10
0	22
2	18
2	8
3	11
0	12
1	9
0	0
0	0
0	18
40	435
0	3
0	0
0	4
0	12
0	12
12	67
0	7
0	9
1	18
0	4
0	0
0	11
0	8
0	3
0	5
0	8
0	3
35	7430
209	14480
10	15720
0	0
16	4039
0	1
2354	25181
27	5937
0	0
0	0
0	21
162	1543
0	5
0	0
7	25
0	30
0	28
0	27
0	26
0	26
0	34
3	30
0	26
0	26
2	45
0	26
0	27
0	27
0	28
0	17
0	21
2	7
0	4
19	4
0	9
0	0
2	0
0	7
0	7
0	8
0	7
0	7
0	6
0	8
3	45
0	15
2	15
0	0
10	5
0	2
1	9
0	2
0	3
22	234
6	47
0	285
0	5
12	250
2	6
0	254
0	57
1	182
0	6
0	18
0	15
1	28
3	222
0	175
0	4
0	32
3	219
1	19
1	179
0	19
0	3
0	26
0	14
0	11
17	5
0	4
12	4
0	28
0	8
0	19
0	0
0	0
1	0
9	5
0	0
1	0
0	0
0	0
0	1053
1	1054
0	0
0	1053
0	3
0	2
0	3
0	3
0	2
0	1053
12	1
0	0
0	0
0	0
0	0
679	5758
15	3323
72	5915
1	0
40	463
276	50
93	227
15	231
13	15
13	58
20	3
14	109
0	77
8	91
0	2
0	13
0	24
0	23
2	24
6	0
58	647
143	632
42	448
16	325
2	5240
4	3191
1341	5236
0	0
0	0
6	7622
0	7090
0	6877
0	7409
0	16
8	161
9	45
5	5
40	30
96	4936
0	60
10	130
10	130
0	126
5	0
3	68
0	58
1	1
69	0
7	1877
11	1878
11	2141
0	2026
92	1526
1	1900
13	1799
0	130
5	938
3	632
0	362
3	378
1	157
7	88
3	63
0	60
0	11
6	7
3	5
95	15
34	0
0	0
0	0
0	0
683	0
26	28
0	15
0	15
0	26
0	2
4	7
0	2
0	0
0	0
0	4
3	7
0	3
0	3
0	0
0	0
0	0
47	4970
178	5363
0	4255
0	4970
1	2688
15	2212
5	910
0	324
2172	0
2	31
2	13
42	38
3	14
0	8
37	3
2	2147
6	2304
1	2168
3	1424
37	1314
5	1015
2	956
8	83
0	724
4	543
0	56
0	145
0	268
5	174
19	187
0	8
2	55
1	60
5	90
5	5
1	0
0	0
0	21
0	9
1	21
0	21
0	0
0	21
0	0
0	4
0	1296
11	1437
1	1132
0	598
3	6
0	22
2	67
3	2
5	72
0	33
16	10
0	25
0	1
0	0
861	2524
53	569
41	248
14	1398
44	1228
0	3266
0	4519
0	4521
0	3850
1	2107
5	1574
4	4095
0	4642
0	3848
181	2994
27	2243
2	3563
0	4480
0	3835
0	3444
0	2855
0	3174
0	873
2	217
5	334
2	1740
0	378
0	416
0	334
0	191
0	260
0	480
0	14
0	102
0	664
3	324
1	307
0	494
0	437
4	432
1	10
0	1
0	172
2	415
1	292
3	129
1	200
0	153
0	78
0	70
0	84
0	60
0	2
0	2
5	2
0	0
36	2
12	603
1685	709
2	127
14	1
4	2143
53	2269
0	1743
0	147
0	117
1	133
1	22
4	22
0	0
0	0
0	1
0	3
1	3
6	3
0	0
0	0
0	1
0	0
0	0
123	15423
1449	15271
46	15249
255	15324
139	476
6	76
3	0
0	2315
22	2635
7	2014
35	1756
3	2821
2	2054
0	1838
2	2249
0	1968
0	560
2	871
0	126
2	63
0	119
4	101
0	736
0	21
4	186
0	5
3	34
3	1129
20	1144
21	1159
0	1134
0	12
0	12
1	1067
7	1027
0	487
2751	3983
10	2642
37	3211
60	105
77	1341
3	325
0	12
99	181
0	20
3	20
0	20
0	9
0	3
0	0
2	0
6	5
9	8
0	5
1	9
0	792
53	3632
1188	4417
3	78
103	207
0	0
14	6
75	3852
0	3117
57	3700
17	196
22	2623
63	1836
5	2
0	0
3	6147
21	4392
0	5954
2	4881
2	5953
0	21
1	259
2	982
0	2
0	2
4	0
3261	7538
28	6778
2	795
526	213
0	18
31	215
0	0
0	0
0	0
135	1
0	839
0	857
0	815
0	861
1	818
1	841
0	827
19	96
0	13
0	687
0	11
0	522
7	85
1	9
0	21
0	861
1	300
0	7
0	803
1	710
0	8
1	2
3	776
0	19
0	2
0	1
4	50
2	300
2	241
15	386
0	118
4	95
0	1
0	10
1	1
0	10
0	9
0	6
0	3
0	5
0	4
0	4
26	1801
3	1794
7	1446
0	1490
0	1421
0	1135
0	1135
0	1135
0	564
1	30
16	248
19	2231
0	2221
6	362
40	243
9	28
0	5
0	10
108	1372
3	1033
3	137
0	634
0	917
1	895
0	1117
0	1216
0	1198
0	1064
10	17
3	54
3	28
0	4
2	109
1	5
0	8
1	42
5	103
16	371
12	78
0	49
26	45
184	892
3	3
38	86
0	0
0	8
15	190
2	65
7	149
0	90
10	1663
0	1635
1	1439
2	688
1	11
2	195
3	99
0	27
1	145
2	30
1	24
1	102
3	166
1	113
0	109
5	38
0	0
12	5635
0	5274
23	5837
2	438
3	1081
1	350
1	502
0	176
0	27
8	71
12	0
0	2
1	2
0	2
0	0
20	169
7	153
5	13
3	69
7	45
0	3
0	0
0	0
0	0
0	0
0	0
38	25
0	0
0	0
42	64
0	0
3	0
0	0
0	5
0	5
0	4
0	3
0	3
0	5
0	1
0	5
0	2
0	4
0	0
0	4
0	1
0	0
31	67
0	1
0	1
0	1
0	1
1	0
0	0
148	2033
0	84
1	25
0	11
2	11
2	10
0	1945
1	17
0	1426
0	63
0	112
2	68
0	103
0	71
2	164
0	138
0	78
0	43
0	16
0	101
0	8
0	1803
2	98
1	967
3	1434
1	50
86	46
25	0
6	4
17	1221
36	1347
82	2245
4	2616
5	1382
297	1182
4	1238
8	2487
0	2257
117	2282
34	2174
45	769
10	1574
1	4
6	1
0	0
301	3
0	0
0	0
0	3
0	3
6	6
1	131
4	95
25	130
0	10
128	45
6	19
35	60
0	62
122	63
6	52
2	19
2	0
98	0
0	0
24	0
91	5199
0	658
27	7379
4	2235
4	20
11	4798
3	1452
23	3439
4	641
54	2479
0	2604
0	1749
1	1770
6	319
1	68
0	27
0	22
0	24
0	0
0	18
0	18
0	18
0	18
0	15
0	16
0	18
0	0
0	0
18	842
0	809
5	507
0	77
0	20
3	4
0	6
2	51
0	66
20	24
1	2
13	21
11	0
0	33
0	33
5	29
2	15
33	30
8	12
6	19
1	11
0	318
7	472
17	474
3	473
1	326
63	1444
0	1045
0	156
0	151
54	338
37	632
0	1075
0	59
5	261
0	0
7	76
0	1
4	0
0	541
0	566
2	4815
4	4701
0	5026
2	4807
0	746
0	4991
0	684
4	241
0	167
6	266
4	4632
2	80
3	4305
7	1010
49	1091
0	151
1	154
1	13
31	30
4	16
0	2
0	0
0	3
86	12
0	6
5	1
1	0
0	0
4	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	0
0	0
0	0
13	4
0	0
44	0
0	0
334	2789
0	2788
0	2748
1	178
2	42
3	139
44	2120
10	0
206	238
9	197
0	29
1	69
0	13
0	21
2	0
0	0
9	0
1031	4315
1	4315
277	1125
208	1125
81	22
20	305
0	153
2	64
0	16
0	355
0	149
5	21
0	489
0	444
0	117
0	442
0	451
0	70
0	74
0	96
0	106
0	465
2	46
1	2
0	93
0	75
7	0
0	0
0	0
0	95
0	116
0	86
0	104
0	30
0	2
0	0
0	23
0	0
0	25
0	25
0	25
0	25
0	23
0	25
0	23
0	23
0	23
0	25
0	25
0	0
0	0
0	0
0	0
0	0
12	13
0	0
0	0
0	0
6	17
0	0
0	0
0	10
0	3
2	9
1	0
1709	87
1	78
0	12
0	0
6	2
4	1074
0	1242
0	1274
1	1255
0	1164
1	1210
8	1189
9	1139
3	1137
0	1253
2	1124
1	1159
0	1231
0	1075
0	1093
0	1069
1	34
4	688
0	322
14	666
0	73
0	75
1	377
0	174
3	106
3	71
0	12
1	404
1	428
2	380
1	402
2	397
0	431
0	397
0	384
4	15
5	13
3	1139
4	1088
4	1211
0	1123
0	1090
2	1132
0	1127
0	1136
1	1134
6	359
0	25
0	6
1	4
34	30
4	13
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
56	101
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	123
0	123
0	0
0	0
3	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	106
4	99
0	293
1	319
0	309
0	192
1	4
0	4
3	4
0	131
0	2
0	7
0	7
1	232
0	227
0	237
0	6
0	8
2	13
6	0
6	4
0	8
0	5
0	9
0	221
0	7
3	12
0	12
0	224
0	8
0	42
0	232
0	7
0	215
0	14
0	11
0	33
0	192
0	7
2	12
64	217
1	5
0	0
0	226
0	228
0	28
0	34
3	8
9	0
0	221
1	0
0	27
0	55
0	0
0	0
0	8
0	202
0	122
0	202
0	3
0	0
0	3
0	3
0	0
0	0
0	901
5827	3537
63	3476
5	3365
4	2360
6	1979
0	946
26	934
7	4
47	6
19	191
0	5
2	2
26	181
0	0
0	0
0	8
1	2
996	2392
0	6
31	2357
6	466
13	17
0	2
0	5
0	0
183	0
0	5382
0	5473
1	5114
0	5107
5	5107
0	4420
0	4401
0	5472
0	2271
2	3
7	1
37	60
0	1
0	1
24	47
0	0
0	0
0	74
10	17
0	0
0	0
0	0
0	0
0	0
0	42
0	66
0	39
0	0
1	72
1	2
7	25
1	38
17	47
0	9
0	0
0	2
7	172
0	198
0	208
31	216
1	174
0	198
0	184
0	150
0	84
0	54
1	78
0	55
1	51
0	61
0	62
6	7
1	39
0	20
0	6
0	5
0	0
2	138
0	160
0	169
1	169
0	168
0	160
0	172
0	168
0	168
0	162
0	168
0	168
0	168
0	168
0	166
0	95
0	137
1	43
1	9
0	15
0	8
0	11
0	0
0	8
0	8
0	7
0	11
0	7
0	0
1101	261
0	60
3	18
6	6
0	15
0	0
16	0
1	1
0	1
0	0
0	0
48	798
0	186
9	179
0	147
30	531
12	204
0	273
0	137
2	1586
13	1573
0	57
0	26
0	37
0	16
346	3
0	3
227	313
4	2
4	283
3	2516
0	155
4	120
33	98
0	8
13	2756
0	1041
245	3223
15	1014
4	68
3	181
0	91
0	12
6	133
6	90
2	56
10	12
0	0
0	0
0	5
0	0
0	0
10	41
1	0
57	656
192	448
94	817
243	982
20	248
8	557
15	485
0	473
2	436
0	538
2	267
0	213
23	26
0	217
0	143
0	29
0	0
0	0
0	0
0	1
0	0
0	0
0	0
22	3
15	0
28	0
3204	248
22	247
0	27
1	0
11	50
0	91
1	91
0	91
0	86
4	2
1	1
0	0
0	0
6	1
0	0
0	0
0	0
