UniqueCount	AmbigCount
0	259
0	10
9	832
0	0
0	0
0	0
0	0
0	5
0	5
0	0
0	0
0	0
0	0
0	0
8	56
0	1
1	14
0	7
0	1
1	31
361	37
48	349
4	9
0	8
211	15
0	1
2	47
0	7
0	4
19	38
0	1
7	9
0	13
16	1083
2	490
3	501
0	501
0	429
0	302
25	34
0	0
0	171
0	4
0	2
0	4
0	0
0	21
0	2
0	5
2	7
6	20
0	4
0	3
1	1
0	66
0	43
0	56
3	39
0	25
0	19
4	25
1	32
0	21
0	9
0	14
3	7
2	3
0	10
0	15
0	4
0	0
0	0
0	17
17	348
0	2
0	0
0	5
0	8
0	8
11	46
0	4
0	5
0	12
0	5
0	0
0	17
0	5
0	4
0	4
0	2
0	1
51	11433
350	28113
10	25290
0	0
9	4563
1	5
4678	45685
38	9812
0	0
0	0
0	21
126	1238
0	1
0	0
3	9
0	5
0	4
0	6
0	3
0	7
1	12
3	13
0	6
0	6
0	31
0	7
0	6
0	6
0	3
0	5
0	12
0	1
0	1
9	1
0	9
0	0
3	0
0	2
0	0
0	0
0	0
0	0
0	1
0	2
0	53
0	3
4	3
0	1
16	11
0	8
1	6
0	4
0	2
34	256
8	67
0	324
6	11
14	275
0	8
0	276
1	57
1	186
0	12
0	23
0	10
0	30
0	218
0	173
0	9
0	37
4	207
1	11
2	165
0	11
0	3
0	40
0	9
1	12
16	4
1	1
3	1
0	41
0	5
0	36
0	0
0	0
0	0
7	2
0	0
14	3
0	3
0	0
0	1378
0	1378
0	0
0	1377
0	0
0	0
0	0
0	0
0	0
0	1379
8	1
0	0
0	0
0	0
0	0
736	6120
18	3810
84	6275
1	0
53	404
369	54
145	318
18	311
9	25
5	60
12	9
12	106
0	58
5	62
1	0
1	14
0	54
0	54
0	54
3	0
103	986
187	974
78	726
53	545
0	6519
0	3802
1824	6519
0	0
2	0
14	7367
0	6882
0	6594
0	7079
0	31
8	144
5	39
3	5
54	16
97	4888
0	67
11	258
18	258
0	254
7	0
4	148
1	118
5	0
111	0
9	2013
12	2008
17	2266
0	2189
64	1658
3	2044
8	1922
1	138
4	953
2	611
0	382
6	404
8	168
8	76
5	81
8	61
0	18
7	5
3	3
36	7
30	0
0	0
0	0
0	0
832	0
7	16
0	23
0	23
0	16
0	0
10	9
2	1
0	0
1	0
0	3
0	5
0	2
0	4
0	7
2	7
0	1
61	5250
180	5693
0	4522
0	5250
18	3020
15	2502
0	982
0	320
2362	0
2	48
8	25
57	55
9	16
0	12
29	5
0	2565
1	2722
1	2578
1	1526
47	1375
3	1018
2	921
4	90
0	689
3	515
0	59
0	126
0	243
2	155
5	189
2	5
5	65
1	60
2	92
5	10
0	0
0	0
0	19
0	3
1	19
1	19
0	0
0	19
0	0
2	1
2	1262
16	1395
0	1085
0	526
1	4
0	37
0	61
3	3
3	53
2	18
9	4
0	9
0	1
0	0
966	3122
92	702
26	255
21	1666
34	1596
1	3967
0	5368
0	5366
1	4615
4	2666
10	2011
1	4865
0	5497
0	4617
233	3615
18	2782
6	4308
0	5318
0	4588
0	4198
0	3369
0	3713
0	1131
2	312
6	375
2	2084
0	520
2	557
0	409
1	252
0	282
0	543
0	13
0	98
2	769
5	324
0	334
2	585
1	520
3	520
0	4
0	1
0	208
0	524
1	355
2	161
7	232
0	191
0	81
0	72
1	91
0	90
0	4
0	3
2	4
0	0
48	0
12	576
1704	667
1	114
2	0
4	2791
58	2886
0	2452
0	157
0	145
0	111
1	11
3	12
0	0
0	1
0	2
0	8
0	8
4	8
0	1
0	1
0	1
0	0
0	0
128	20276
1855	20062
79	20042
313	20110
203	675
6	128
1	0
0	3387
35	3690
9	2895
22	2530
3	3707
0	2959
0	2615
3	3061
