UniqueCount	AmbigCount
1	201
0	13
7	771
0	0
0	0
0	0
0	0
0	12
0	11
0	0
0	0
0	0
0	0
0	0
15	41
0	7
1	13
0	11
0	8
0	22
593	29
78	552
5	12
0	14
449	32
0	1
2	116
2	15
0	5
22	50
1	4
11	37
0	17
8	1027
0	372
0	404
0	403
0	355
0	243
66	54
1	0
0	128
0	4
0	0
0	4
0	3
0	35
0	2
0	4
0	5
12	22
0	4
0	6
2	0
0	147
0	95
0	110
1	83
0	43
0	43
19	55
1	54
0	43
12	11
0	35
0	15
0	3
0	23
0	22
0	5
0	0
0	0
0	22
49	549
0	1
0	0
0	7
0	1
0	1
39	82
0	2
0	1
1	20
0	4
0	0
0	12
0	13
0	4
0	7
0	1
0	0
25	11012
265	20745
7	23934
0	0
6	5322
0	4
3636	37060
26	8162
0	0
0	0
0	28
206	1958
0	2
0	0
9	37
0	21
0	23
0	23
0	20
0	16
0	25
6	22
0	16
0	14
0	45
0	14
0	19
0	20
0	19
0	16
0	19
4	8
0	2
9	2
0	14
0	0
2	0
0	4
0	9
0	8
0	7
0	6
0	2
0	10
2	64
0	13
5	13
0	1
21	6
0	2
2	12
2	4
0	2
45	236
1	54
2	290
3	6
4	247
0	11
0	249
1	71
1	167
0	6
0	16
0	12
0	30
1	204
0	171
0	3
0	31
3	198
1	16
0	152
0	16
0	4
1	28
0	13
1	15
17	2
3	6
10	6
0	34
0	2
0	27
0	1
0	0
2	2
13	6
0	1
14	4
0	2
0	0
0	1165
0	1165
0	0
0	1164
0	4
0	5
0	5
0	4
0	4
0	1165
3	5
0	1
0	2
1	0
0	0
584	5133
18	3205
81	5243
0	0
37	325
403	45
140	338
25	340
12	31
3	57
35	6
17	134
3	98
4	106
0	7
0	12
0	34
0	33
0	34
15	0
124	1091
215	1067
51	804
35	601
2	6258
0	3728
1804	6255
0	0
3	0
21	9742
0	9093
0	8700
0	9349
0	42
16	247
11	74
8	4
73	25
163	6142
0	94
9	201
9	200
0	198
16	0
1	131
2	90
1	0
138	0
8	2039
6	2069
14	2329
0	2200
91	1743
0	2079
9	1983
0	129
7	971
1	610
1	344
5	354
2	143
5	73
4	59
1	58
0	12
0	11
7	10
122	24
54	0
0	0
0	0
0	0
843	0
22	36
0	23
0	23
0	35
0	0
12	5
1	3
0	0
2	4
0	13
3	16
0	3
0	6
0	4
0	4
0	0
59	4508
131	4945
4	3900
0	4508
10	2662
8	2195
0	813
0	296
2440	0
4	60
8	27
63	69
8	21
1	8
51	6
1	2182
4	2315
0	2194
1	1395
22	1260
2	922
5	887
4	75
0	638
7	479
0	45
0	116
0	242
1	193
17	189
0	13
1	60
0	61
2	91
2	9
0	0
0	0
0	41
0	20
0	41
0	41
0	0
0	41
0	0
3	9
5	1292
10	1382
0	1049
0	606
2	2
0	43
2	88
1	5
7	74
0	32
35	16
1	18
0	1
0	0
884	2760
56	603
29	244
9	1451
35	1417
2	3918
0	5142
0	5132
0	4473
3	2596
6	2081
1	4718
0	5249
0	4478
219	3509
24	2831
2	4180
0	5106
0	4469
0	4073
0	3137
0	3475
0	1029
2	269
12	347
2	1877
0	466
0	479
0	350
0	225
0	270
0	472
0	8
2	114
1	702
1	360
1	362
1	556
7	464
0	457
0	5
0	3
0	169
0	458
0	319
5	174
4	190
0	151
0	65
0	53
0	70
1	56
0	2
0	12
5	10
0	0
30	0
12	640
1818	729
1	111
34	0
6	2622
61	2726
0	2245
0	155
0	135
1	133
0	18
1	16
0	0
0	2
2	2
0	6
0	6
5	6
0	0
0	0
0	0
0	0
0	0
104	17691
1675	17512
65	17495
340	17558
136	596
10	103
1	0
2	3013
45	3360
6	2641
24	2307
3	3442
4	2711
0	2400
3	2807
0	2518
0	775
9	1087
0	167
0	111
1	156
