UniqueCount	AmbigCount
0	212
0	8
7	854
0	0
0	2
0	2
0	0
0	4
0	4
0	0
0	0
0	0
0	0
0	0
8	34
0	3
1	8
0	10
0	2
0	17
479	31
70	428
1	16
0	13
161	22
0	0
1	71
1	15
0	1
33	33
0	1
11	27
0	12
22	1022
6	583
1	594
0	592
0	525
0	403
32	29
2	0
0	200
0	8
0	2
0	8
0	4
0	23
0	0
0	3
0	6
9	16
0	3
0	3
4	1
0	100
0	65
0	62
2	52
0	30
0	33
1	36
0	42
0	38
5	15
0	14
0	7
1	0
1	15
0	5
1	1
0	0
0	0
0	18
34	457
0	0
0	0
0	5
0	7
0	7
15	52
0	6
0	5
0	10
0	3
0	0
0	9
0	7
0	3
0	4
0	2
0	0
12	5981
144	10387
1	11095
0	0
6	2561
2	2
2016	19963
9	4064
1	0
0	0
0	19
141	1375
0	3
0	0
6	27
0	11
0	12
0	11
0	12
0	11
0	15
3	11
0	11
0	11
4	37
0	11
0	11
0	11
0	12
0	16
0	12
0	2
0	5
3	5
0	7
0	0
1	0
0	6
0	2
0	2
0	2
0	2
0	2
0	6
2	55
0	2
0	2
0	1
10	10
0	3
9	12
0	3
0	6
38	282
7	63
0	346
4	9
14	307
0	24
0	308
2	69
1	219
2	11
0	27
0	15
0	34
2	266
0	200
0	2
0	47
5	251
0	19
1	203
0	19
0	6
0	36
0	15
2	17
13	2
1	4
9	4
0	38
0	9
0	35
0	0
0	0
1	0
12	9
0	2
2	0
0	0
0	0
0	1059
0	1059
0	0
0	1059
0	1
0	1
0	1
0	1
0	0
0	1059
8	0
0	0
0	0
0	0
0	0
920	6672
16	3692
54	6792
0	0
41	547
231	43
123	271
20	262
12	18
12	63
28	4
10	86
1	42
3	47
0	2
0	9
0	40
0	38
0	40
2	0
95	952
262	942
55	682
28	520
0	7177
2	4347
2164	7173
0	0
2	0
21	8377
0	7788
0	7451
0	8040
0	34
10	151
8	40
3	4
41	37
55	5346
0	80
8	151
9	151
0	150
7	0
1	70
1	86
0	0
110	0
8	2100
22	2106
15	2403
0	2271
55	1710
0	2144
1	2021
0	136
4	1101
4	701
1	377
3	399
1	163
3	94
3	81
2	62
0	12
1	13
2	8
71	20
16	0
0	0
0	0
0	0
500	0
14	18
0	20
0	20
0	18
0	3
6	2
0	1
0	0
0	1
0	5
3	11
0	5
0	3
0	2
2	2
0	0
43	5884
210	6416
0	5084
0	5884
3	3286
4	2695
2	1105
0	373
3029	0
0	40
1	24
63	49
11	11
1	4
31	6
7	2645
7	2822
1	2654
5	1673
45	1522
2	1180
3	1123
3	94
0	851
12	629
0	54
0	152
0	298
1	221
22	234
0	10
6	69
3	56
3	100
7	7
0	0
0	0
0	11
0	5
0	11
0	11
0	0
0	11
0	0
0	1
1	1170
16	1292
0	968
0	548
3	5
0	37
3	59
0	4
3	87
0	50
17	5
0	27
0	0
0	0
1146	3290
73	709
30	264
22	1722
25	1710
2	4153
0	5773
0	5767
0	4881
2	2723
7	1997
1	5164
0	5907
0	4874
194	3818
14	2872
0	4481
0	5720
0	4864
0	4418
0	3746
0	4157
0	1204
0	350
3	403
0	2294
0	550
0	594
0	423
3	235
0	326
1	677
0	15
0	118
2	870
1	388
0	385
5	701
2	620
8	614
0	15
0	4
0	248
0	622
0	421
1	211
0	261
0	240
0	92
0	85
0	83
0	111
0	4
0	6
2	3
0	0
22	4
11	708
1968	830
2	164
13	0
7	3118
87	3300
1	2614
0	222
0	176
0	197
0	24
2	13
0	0
0	3
0	3
0	6
0	6
5	6
0	1
0	1
0	0
