UniqueCount	AmbigCount
0	206
0	8
9	588
0	0
0	1
0	2
0	0
0	3
0	3
0	0
0	0
0	0
0	0
0	0
4	35
0	3
0	4
0	6
0	6
0	17
454	20
54	288
2	3
0	12
138	12
0	2
1	70
2	8
0	1
33	37
0	0
2	14
1	9
11	810
6	440
2	457
0	453
0	407
0	306
39	33
0	0
0	163
0	2
0	2
0	2
0	0
0	25
0	1
0	6
1	8
4	22
0	6
0	8
4	1
0	77
0	39
0	52
5	51
0	24
0	12
4	6
0	24
0	12
2	9
0	24
1	10
0	5
0	6
0	2
0	6
0	0
0	0
0	12
14	280
0	1
0	0
0	7
0	2
0	2
11	40
0	1
0	2
1	15
0	7
0	0
0	5
0	11
0	6
0	12
0	0
0	0
68	16389
473	34345
13	26898
0	0
10	5084
2	6
6062	55480
29	9671
0	0
0	0
0	9
120	987
0	2
0	0
2	14
0	16
0	15
0	16
0	15
0	15
0	21
3	18
0	15
0	15
1	36
0	14
0	15
0	15
0	15
0	16
0	16
1	5
0	3
13	3
0	11
0	0
0	0
0	3
0	4
0	4
0	4
0	4
0	3
0	4
5	51
0	9
0	8
0	1
13	7
0	4
6	9
0	8
0	3
28	251
10	95
2	358
13	9
18	283
1	1
0	280
0	59
1	179
0	10
0	15
0	14
0	21
1	231
0	202
0	4
0	40
0	219
1	17
0	183
1	15
0	3
0	66
0	15
2	12
29	2
2	4
11	5
1	44
0	9
0	39
0	0
0	0
2	0
19	16
1	4
15	1
0	1
0	0
0	1711
0	1711
0	0
0	1711
0	4
0	4
0	4
0	4
0	1
0	1711
6	5
0	0
0	0
0	0
0	0
491	5435
14	4045
61	5618
0	0
15	196
203	44
126	225
11	217
19	14
9	36
14	2
13	107
0	52
2	70
0	2
2	10
0	55
0	54
1	55
11	0
91	958
187	945
64	683
72	520
0	6025
0	3583
1579	6025
0	0
2	0
14	7058
0	6701
0	6534
0	6891
0	29
13	178
6	47
2	8
61	15
73	4803
0	85
15	243
18	243
0	237
14	0
1	132
1	126
2	0
140	0
6	1518
10	1520
18	1693
0	1626
59	1312
0	1552
8	1476
0	95
0	681
0	409
0	228
4	247
6	100
2	51
5	48
0	34
0	9
0	5
1	5
43	7
39	0
0	0
0	0
0	0
726	0
12	11
0	24
0	24
0	11
0	0
1	10
0	2
0	0
0	0
0	6
3	9
0	3
0	4
0	1
0	1
0	0
47	4132
125	4553
1	3666
0	4132
4	2842
1	2401
0	662
1	207
2289	0
1	37
7	17
40	41
3	7
0	5
42	1
10	2243
2	2324
0	2254
4	1279
28	1109
4	786
0	715
0	75
0	510
3	364
0	40
0	104
0	168
4	121
9	128
0	7
4	45
0	37
1	56
8	1
0	0
0	0
0	23
0	13
0	23
0	23
0	1
0	23
0	1
0	7
3	1184
3	1260
0	1015
0	447
0	5
0	37
