UniqueCount	AmbigCount
0	251
0	20
5	796
0	0
0	2
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	49
0	4
0	9
0	6
0	2
1	27
330	29
49	291
1	17
0	6
276	32
0	4
1	73
5	8
0	0
8	34
0	2
13	22
0	26
15	979
4	654
3	661
0	661
0	554
0	405
43	39
1	0
0	217
0	5
0	4
0	5
0	1
0	20
0	0
0	1
0	3
11	8
0	1
0	2
6	1
0	104
0	52
0	49
7	57
0	25
0	14
9	31
0	28
0	22
4	7
0	10
1	14
1	5
1	15
0	7
0	6
0	0
0	0
0	19
23	292
0	4
0	0
0	4
0	9
0	8
19	45
0	5
0	7
0	21
0	4
0	0
0	7
0	9
0	1
0	2
0	2
0	2
27	5646
195	13014
7	11676
0	0
5	2522
0	1
1655	18285
26	4147
0	0
0	0
1	22
132	1184
0	0
0	0
3	22
0	15
0	11
0	12
0	9
0	11
0	17
8	15
0	10
0	10
0	26
0	11
0	12
0	12
0	10
0	10
0	18
0	6
0	6
23	6
0	9
0	1
1	1
0	4
0	8
0	8
0	6
0	6
0	4
0	6
5	45
0	14
0	13
0	2
7	11
0	7
5	15
2	2
0	3
31	323
12	128
1	452
5	10
7	351
0	11
0	347
0	76
2	251
0	14
0	26
1	20
0	41
4	292
0	237
0	7
0	56
6	283
0	31
0	220
0	31
0	3
0	67
0	19
0	20
35	3
5	8
9	14
1	45
0	10
0	30
0	0
0	0
0	0
10	8
2	2
1	0
0	0
0	0
0	2207
0	2207
0	0
0	2206
0	3
0	3
0	3
0	3
0	2
0	2206
12	9
0	0
0	0
0	0
0	0
1469	11094
14	6289
100	11177
0	0
67	952
290	48
142	285
16	277
21	19
10	36
8	9
20	160
5	109
13	119
0	4
0	19
0	56
0	56
1	56
15	0
122	1179
247	1162
43	832
46	610
1	6473
0	3833
1781	6472
0	5
3	0
20	9853
0	9158
0	8764
0	9459
0	25
16	193
5	75
4	1
49	53
98	6223
0	76
11	174
13	173
0	168
7	1
0	97
4	84
2	0
146	0
10	2349
8	2393
24	2674
0	2532
71	1988
1	2375
16	2250
